entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Sudan,SDN,1960,,0.51,8364491.0,Africa
Sudan,SDN,1965,,0.63,9858033.0,Africa
Sudan,SDN,1970,,0.78,11695768.0,Africa
Sudan,SDN,1975,,1.03,14064803.0,Africa
Sudan,SDN,1980,,1.42,17058908.0,Africa
Sudan,SDN,1985,,1.93,19905872.0,Africa
Sudan,SDN,1990,,2.4,22021484.0,Africa
Sudan,SDN,1995,,2.78,24672144.0,Africa
Sudan,SDN,2000,61.0,3.09,27816748.0,Africa
Sudan,SDN,2005,,3.31,31262447.0,Africa
Sudan,SDN,2008,54.0,,33623980.0,Africa
Sudan,SDN,2010,,3.49,35414403.0,Africa
Sudan,SDN,2015,,3.85,40024433.0,Africa
Sudan,SDN,2020,,4.38,46789237.0,Africa
Suriname,SUR,1950,72.5,,195575.0,South America
Suriname,SUR,2004,90.0,,513928.0,South America
Suriname,SUR,2008,95.0,,537252.0,South America
Suriname,SUR,2010,95.0,,549931.0,South America
Suriname,SUR,2012,93.0,,562640.0,South America
Sweden,SWE,1475,1.0,,507784.0,Europe
Sweden,SWE,1550,1.0,,766244.0,Europe
Sweden,SWE,1650,23.0,,1368171.0,Europe
Sweden,SWE,1750,48.0,,1772683.0,Europe
Sweden,SWE,1870,,3.6,4168979.0,Europe
Sweden,SWE,1875,,3.71,4366984.0,Europe
Sweden,SWE,1880,,3.85,4563030.0,Europe
Sweden,SWE,1885,,3.98,4679989.0,Europe
Sweden,SWE,1890,,4.09,4792852.0,Europe
Sweden,SWE,1895,,4.21,4952734.0,Europe
Sweden,SWE,1900,,4.32,5123503.0,Europe
Sweden,SWE,1905,,4.42,5289570.0,Europe
Sweden,SWE,1910,,4.5,5463482.0,Europe
Sweden,SWE,1915,,4.59,5670156.0,Europe
Sweden,SWE,1920,,4.84,5876734.0,Europe
Sweden,SWE,1925,,5.06,6014675.0,Europe
Sweden,SWE,1930,,5.64,6141408.0,Europe
Sweden,SWE,1935,,5.89,6255485.0,Europe
Sweden,SWE,1940,,6.16,6393377.0,Europe
Sweden,SWE,1945,,6.53,6691367.0,Europe
Sweden,SWE,1950,98.5,6.95,7016565.0,Europe
Sweden,SWE,1955,,7.28,7262328.0,Europe
Sweden,SWE,1960,,7.69,7484597.0,Europe
Sweden,SWE,1965,,8.12,7733011.0,Europe
Sweden,SWE,1970,,8.65,8042783.0,Europe
Sweden,SWE,1975,,9.62,8192641.0,Europe
Sweden,SWE,1980,,10.3,8310470.0,Europe
Sweden,SWE,1985,,10.65,8350249.0,Europe
Sweden,SWE,1990,,11.03,8558571.0,Europe
Sweden,SWE,1995,,11.41,8826298.0,Europe
Sweden,SWE,2000,,11.72,8872099.0,Europe
Sweden,SWE,2005,,11.86,9029771.0,Europe
Sweden,SWE,2010,,11.95,9378234.0,Europe
Sweden,SWE,2015,,11.89,9799483.0,Europe
Sweden,SWE,2020,,11.93,10353682.0,Europe
Switzerland,CHE,1870,,4.09,2655155.0,Europe
Switzerland,CHE,1875,,4.28,2743419.0,Europe
Switzerland,CHE,1880,,4.47,2831582.0,Europe
Switzerland,CHE,1885,,4.68,2891309.0,Europe
Switzerland,CHE,1890,,4.91,2960412.0,Europe
Switzerland,CHE,1895,,5.13,3116589.0,Europe
Switzerland,CHE,1900,,5.31,3297641.0,Europe
Switzerland,CHE,1905,,5.67,3505221.0,Europe
Switzerland,CHE,1910,,6.05,3708897.0,Europe
Switzerland,CHE,1915,,6.37,3797595.0,Europe
Switzerland,CHE,1920,,7.11,3870407.0,Europe
Switzerland,CHE,1925,,7.45,3954753.0,Europe
Switzerland,CHE,1930,,7.72,4042131.0,Europe
Switzerland,CHE,1935,,7.96,4128912.0,Europe
Switzerland,CHE,1940,,8.21,4233223.0,Europe
Switzerland,CHE,1945,,8.52,4444943.0,Europe
Switzerland,CHE,1950,98.5,8.97,4692642.0,Europe
Switzerland,CHE,1955,,9.09,5002118.0,Europe
Switzerland,CHE,1960,,9.16,5327777.0,Europe
Switzerland,CHE,1965,,9.5,5856414.0,Europe
Switzerland,CHE,1970,,9.9,6180922.0,Europe
Switzerland,CHE,1975,,10.55,6338600.0,Europe
Switzerland,CHE,1980,,11.32,6319848.0,Europe
Switzerland,CHE,1985,,10.67,6470959.0,Europe
Switzerland,CHE,1990,,10.54,6713168.0,Europe
Switzerland,CHE,1995,,10.41,7040481.0,Europe
Switzerland,CHE,2000,,10.14,7184003.0,Europe
Switzerland,CHE,2005,,10.82,7431824.0,Europe
Switzerland,CHE,2010,,12.92,7825750.0,Europe
Switzerland,CHE,2015,,12.95,8283940.0,Europe
Switzerland,CHE,2020,,12.97,8640582.0,Europe
Syria,SYR,1870,,0.01,1584954.0,Asia
Syria,SYR,1875,,0.01,1612588.0,Asia
Syria,SYR,1880,,0.02,1640702.0,Asia
Syria,SYR,1885,,0.02,1669306.0,Asia
Syria,SYR,1890,,0.02,1698409.0,Asia
Syria,SYR,1895,,0.03,1728018.0,Asia
Syria,SYR,1900,,0.04,1768504.0,Asia
Syria,SYR,1905,,0.11,1877878.0,Asia
Syria,SYR,1910,,0.16,2006651.0,Asia
Syria,SYR,1915,,0.21,2152230.0,Asia
Syria,SYR,1920,,0.37,2309054.0,Asia
Syria,SYR,1925,,0.43,2476848.0,Asia
Syria,SYR,1930,,0.5,2656835.0,Asia
Syria,SYR,1935,,0.6,2849902.0,Asia
Syria,SYR,1940,,0.69,3056998.0,Asia
Syria,SYR,1945,,0.8,3279143.0,Asia
Syria,SYR,1950,27.5,0.92,3612085.0,Asia
Syria,SYR,1955,,1.05,4050600.0,Asia
Syria,SYR,1960,,1.31,4673502.0,Asia
Syria,SYR,1965,,1.63,5435268.0,Asia
Syria,SYR,1970,,2.2,6380612.0,Asia
Syria,SYR,1975,,2.89,7554368.0,Asia
Syria,SYR,1980,,3.55,8957664.0,Asia
Syria,SYR,1981,56.0,,9260187.0,Asia
Syria,SYR,1985,,4.26,10625673.0,Asia
Syria,SYR,1990,,4.68,12579212.0,Asia
Syria,SYR,1995,,4.77,14616804.0,Asia
Syria,SYR,2000,,4.79,16637884.0,Asia
Syria,SYR,2002,83.0,,17468335.0,Asia
Syria,SYR,2004,81.0,,18336879.0,Asia
Syria,SYR,2005,,6.12,18814092.0,Asia
Syria,SYR,2010,,7.07,22482417.0,Asia
Syria,SYR,2015,,7.44,19424615.0,Asia
Syria,SYR,2020,,7.92,21049431.0,Asia
Syria,SYR,2021,94.0,,21628837.0,Asia
Taiwan,TWN,1870,,0.0,2326358.0,Asia
Taiwan,TWN,1875,,0.0,2358645.0,Asia
Taiwan,TWN,1880,,0.0,2391752.0,Asia
Taiwan,TWN,1885,,0.0,2425312.0,Asia
Taiwan,TWN,1890,,0.01,2495279.0,Asia
Taiwan,TWN,1895,,0.01,2629126.0,Asia
Taiwan,TWN,1900,,0.02,2809533.0,Asia
Taiwan,TWN,1905,,0.03,3005298.0,Asia
Taiwan,TWN,1910,,0.07,3228010.0,Asia
Taiwan,TWN,1915,,0.1,3463334.0,Asia
Taiwan,TWN,1920,,0.53,3639403.0,Asia
Taiwan,TWN,1925,,0.88,3987618.0,Asia
Taiwan,TWN,1930,,1.34,4490164.0,Asia
Taiwan,TWN,1935,,1.76,5112023.0,Asia
Taiwan,TWN,1940,,2.12,5826611.0,Asia
Taiwan,TWN,1945,,2.5,6354446.0,Asia
Taiwan,TWN,1950,,3.16,7596535.0,Asia
Taiwan,TWN,1955,,3.47,9104136.0,Asia
Taiwan,TWN,1960,,3.76,11046263.0,Asia
Taiwan,TWN,1965,,4.18,13124808.0,Asia
Taiwan,TWN,1970,,5.1,14815755.0,Asia
Taiwan,TWN,1975,,6.07,16365267.0,Asia
Taiwan,TWN,1980,,7.1,18086521.0,Asia
Taiwan,TWN,1985,,7.89,19571695.0,Asia
Taiwan,TWN,1990,,8.68,20594907.0,Asia
Taiwan,TWN,1995,,9.55,21534497.0,Asia
Taiwan,TWN,2000,,10.38,22332873.0,Asia
Taiwan,TWN,2005,,11.35,22824932.0,Asia
Taiwan,TWN,2010,,11.96,23224049.0,Asia
Taiwan,TWN,2015,,12.37,23529260.0,Asia
Taiwan,TWN,2020,,12.76,23663461.0,Asia
Tajikistan,TJK,1989,98.0,,5267255.0,Asia
Tajikistan,TJK,2000,99.0,,6284737.0,Asia
Tajikistan,TJK,2015,,10.16,8643839.0,Asia
Tajikistan,TJK,2020,,10.12,9749312.0,Asia
Tanzania,TZA,1950,7.5,,7625152.0,Africa
Tanzania,TZA,1988,59.0,,24769690.0,Africa
Tanzania,TZA,2002,69.0,,36121301.0,Africa
Tanzania,TZA,2012,78.0,,47374261.0,Africa
Tanzania,TZA,2015,78.0,6.41,52020958.0,Africa
Tanzania,TZA,2020,,6.87,60972803.0,Africa
Thailand,THA,1870,,0.01,5807044.0,Asia
Thailand,THA,1875,,0.01,6018224.0,Asia
Thailand,THA,1880,,0.01,6245403.0,Asia
Thailand,THA,1885,,0.01,6481151.0,Asia
Thailand,THA,1890,,0.02,6734361.0,Asia
Thailand,THA,1895,,0.03,7053396.0,Asia
Thailand,THA,1900,,0.04,7411725.0,Asia
Thailand,THA,1905,,0.2,7887330.0,Asia
Thailand,THA,1910,,0.34,8430298.0,Asia
Thailand,THA,1915,,0.46,9146885.0,Asia
Thailand,THA,1920,,0.51,9983580.0,Asia
Thailand,THA,1925,,0.6,11180768.0,Asia
Thailand,THA,1930,,0.73,12563733.0,Asia
Thailand,THA,1935,,0.99,14065091.0,Asia
Thailand,THA,1940,,1.25,15767871.0,Asia
Thailand,THA,1945,,1.67,17889744.0,Asia
Thailand,THA,1950,52.5,2.16,20428401.0,Asia
Thailand,THA,1955,,2.44,23343179.0,Asia
Thailand,THA,1960,,2.68,26851751.0,Asia
Thailand,THA,1965,,2.39,31149337.0,Asia
Thailand,THA,1970,,2.74,35954411.0,Asia
Thailand,THA,1975,,3.24,40939999.0,Asia
Thailand,THA,1980,88.0,3.9,45650031.0,Asia
Thailand,THA,1985,,4.45,50270754.0,Asia
Thailand,THA,1990,,5.21,54738329.0,Asia
Thailand,THA,1995,,5.79,59098231.0,Asia
Thailand,THA,2000,93.0,6.09,63007815.0,Asia
Thailand,THA,2005,94.0,7.46,66017415.0,Asia
Thailand,THA,2010,96.0,8.47,68579443.0,Asia
Thailand,THA,2013,94.0,,69845112.0,Asia
Thailand,THA,2015,93.0,8.71,70540787.0,Asia
Thailand,THA,2016,91.9814,,70859835.0,Asia
Thailand,THA,2018,94.0,,71376081.0,Asia
Thailand,THA,2019,91.26915,,71522264.0,Asia
Thailand,THA,2020,,9.32,71641484.0,Asia
Thailand,THA,2022,91.09987,,71735321.0,Asia
Togo,TGO,1870,,0.01,581006.0,Africa
Togo,TGO,1875,,0.01,608902.0,Africa
Togo,TGO,1880,,0.01,638484.0,Africa
Togo,TGO,1885,,0.02,664465.0,Africa
Togo,TGO,1890,,0.02,690680.0,Africa
Togo,TGO,1895,,0.03,717920.0,Africa
Togo,TGO,1900,,0.04,746223.0,Africa
Togo,TGO,1905,,0.05,775631.0,Africa
Togo,TGO,1910,,0.07,806672.0,Africa
Togo,TGO,1915,,0.1,842115.0,Africa
Togo,TGO,1920,,0.11,881367.0,Africa
Togo,TGO,1925,,0.12,945631.0,Africa
Togo,TGO,1930,,0.25,1018096.0,Africa
Togo,TGO,1935,,0.27,1092017.0,Africa
Togo,TGO,1940,,0.29,1173468.0,Africa
Togo,TGO,1945,,0.32,1280007.0,Africa
Togo,TGO,1950,7.5,0.36,1399603.0,Africa
Togo,TGO,1955,,0.43,1529951.0,Africa
Togo,TGO,1960,,0.53,1673118.0,Africa
Togo,TGO,1965,,0.65,1853774.0,Africa
Togo,TGO,1970,,0.92,2244779.0,Africa
Togo,TGO,1975,,1.93,2574622.0,Africa
Togo,TGO,1980,,2.95,2920907.0,Africa
Togo,TGO,1985,,3.65,3441100.0,Africa
Togo,TGO,1990,,4.3,3998758.0,Africa
Togo,TGO,1995,,4.62,4410834.0,Africa
Togo,TGO,2000,53.0,5.05,5140046.0,Africa
Togo,TGO,2005,,5.44,5844637.0,Africa
Togo,TGO,2006,57.0,,6010673.0,Africa
Togo,TGO,2009,57.0,,6551868.0,Africa
Togo,TGO,2010,,6.09,6732596.0,Africa
Togo,TGO,2011,60.0,,6916478.0,Africa
Togo,TGO,2015,64.0,6.85,7663199.0,Africa
Togo,TGO,2019,67.0,,8463070.0,Africa
Togo,TGO,2020,,7.68,8669721.0,Africa
Togo,TGO,2022,72.59589,,9089742.0,Africa
Tokelau,TKL,1950,96.0,,1612.0,Oceania
Tonga,TON,1950,92.5,,49679.0,Oceania
Tonga,TON,1976,100.0,,95343.0,Oceania
Tonga,TON,1996,99.0,,100294.0,Oceania
Tonga,TON,2006,99.0,,106266.0,Oceania
Tonga,TON,2011,99.0,,107584.0,Oceania
Tonga,TON,2015,,11.22,106110.0,Oceania
Tonga,TON,2016,97.0,,105536.0,Oceania
Tonga,TON,2019,91.05162,,105688.0,Oceania
Tonga,TON,2020,,11.42,105721.0,Oceania
Trinidad and Tobago,TTO,1870,,0.5,125755.0,North America
Trinidad and Tobago,TTO,1875,,0.59,147143.0,North America
Trinidad and Tobago,TTO,1880,,0.69,172262.0,North America
Trinidad and Tobago,TTO,1885,,0.86,195743.0,North America
Trinidad and Tobago,TTO,1890,,1.05,220924.0,North America
Trinidad and Tobago,TTO,1895,,1.29,245925.0,North America
Trinidad and Tobago,TTO,1900,,1.66,273257.0,North America
Trinidad and Tobago,TTO,1905,,2.0,304163.0,North America
Trinidad and Tobago,TTO,1910,,2.41,337613.0,North America
Trinidad and Tobago,TTO,1915,,2.92,367737.0,North America
Trinidad and Tobago,TTO,1920,,3.28,396002.0,North America
Trinidad and Tobago,TTO,1925,,3.55,406973.0,North America
Trinidad and Tobago,TTO,1930,,3.93,418330.0,North America
Trinidad and Tobago,TTO,1935,,4.3,450298.0,North America
Trinidad and Tobago,TTO,1940,,4.61,491882.0,North America
Trinidad and Tobago,TTO,1945,,4.92,562817.0,North America
Trinidad and Tobago,TTO,1950,77.5,5.16,648778.0,North America
Trinidad and Tobago,TTO,1955,,5.37,741247.0,North America
Trinidad and Tobago,TTO,1960,,5.73,844952.0,North America
Trinidad and Tobago,TTO,1965,,6.05,928433.0,North America
Trinidad and Tobago,TTO,1970,,6.51,991480.0,North America
Trinidad and Tobago,TTO,1975,,7.03,1053468.0,North America
Trinidad and Tobago,TTO,1980,95.0,7.57,1121750.0,North America
Trinidad and Tobago,TTO,1985,,8.13,1187370.0,North America
Trinidad and Tobago,TTO,1990,97.0,8.71,1252215.0,North America
Trinidad and Tobago,TTO,1995,,9.22,1295167.0,North America
Trinidad and Tobago,TTO,2000,,9.72,1319781.0,North America
Trinidad and Tobago,TTO,2005,,10.27,1352040.0,North America
Trinidad and Tobago,TTO,2010,,10.96,1386657.0,North America
Trinidad and Tobago,TTO,2015,,11.0,1429190.0,North America
Trinidad and Tobago,TTO,2020,,11.28,1481026.0,North America
Tunisia,TUN,1870,,0.01,1371878.0,Africa
Tunisia,TUN,1875,,0.01,1445578.0,Africa
Tunisia,TUN,1880,,0.01,1523231.0,Africa
Tunisia,TUN,1885,,0.01,1605049.0,Africa
Tunisia,TUN,1890,,0.01,1690896.0,Africa
Tunisia,TUN,1895,,0.01,1778972.0,Africa
Tunisia,TUN,1900,,0.02,1878648.0,Africa
Tunisia,TUN,1905,,0.02,2033194.0,Africa
Tunisia,TUN,1910,,0.08,2193797.0,Africa
Tunisia,TUN,1915,,0.13,2269295.0,Africa
Tunisia,TUN,1920,,0.18,2337611.0,Africa
Tunisia,TUN,1925,,0.2,2461290.0,Africa
Tunisia,TUN,1930,,0.25,2611086.0,Africa
Tunisia,TUN,1935,,0.42,2839468.0,Africa
Tunisia,TUN,1940,,0.51,3094602.0,Africa
Tunisia,TUN,1945,,0.59,3339248.0,Africa
Tunisia,TUN,1950,17.5,0.68,3608997.0,Africa
Tunisia,TUN,1955,,0.82,4005135.0,Africa
Tunisia,TUN,1960,,0.96,4267299.0,Africa
Tunisia,TUN,1965,,1.37,4561390.0,Africa
Tunisia,TUN,1970,,1.9,5131394.0,Africa
Tunisia,TUN,1975,,2.63,5839266.0,Africa
Tunisia,TUN,1980,,3.47,6606194.0,Africa
Tunisia,TUN,1984,48.0,,7220050.0,Africa
Tunisia,TUN,1985,,3.93,7409907.0,Africa
Tunisia,TUN,1990,,4.68,8324509.0,Africa
Tunisia,TUN,1995,,5.48,9161263.0,Africa
Tunisia,TUN,2000,,6.32,9764940.0,Africa
Tunisia,TUN,2004,74.0,,10166170.0,Africa
Tunisia,TUN,2005,,7.21,10255474.0,Africa
Tunisia,TUN,2007,77.0,,10441705.0,Africa
Tunisia,TUN,2008,78.0,,10542637.0,Africa
Tunisia,TUN,2010,79.0,8.0,10765984.0,Africa
Tunisia,TUN,2011,80.0,,10886041.0,Africa
Tunisia,TUN,2012,80.0,,11009649.0,Africa
Tunisia,TUN,2014,79.0,,11274295.0,Africa
Tunisia,TUN,2015,,8.63,11402270.0,Africa
Tunisia,TUN,2018,79.47511,,11765515.0,Africa
Tunisia,TUN,2019,81.0,,11875084.0,Africa
Tunisia,TUN,2020,,9.29,11974058.0,Africa
Tunisia,TUN,2021,83.68263,,12048625.0,Africa
Tunisia,TUN,2023,86.24682,,12200434.0,Africa
Turkey,TUR,1870,,0.01,11762553.0,Asia
Turkey,TUR,1875,,0.01,12087864.0,Asia
Turkey,TUR,1880,,0.02,12443331.0,Asia
Turkey,TUR,1885,,0.02,12809235.0,Asia
Turkey,TUR,1890,,0.03,13185884.0,Asia
Turkey,TUR,1895,,0.04,13573592.0,Asia
Turkey,TUR,1900,,0.17,13972684.0,Asia
Turkey,TUR,1905,,0.24,14383492.0,Asia
Turkey,TUR,1910,,0.22,14683987.0,Asia
Turkey,TUR,1915,,0.31,14226111.0,Asia
Turkey,TUR,1920,,0.39,13800950.0,Asia
Turkey,TUR,1925,,0.48,14185613.0,Asia
Turkey,TUR,1927,8.2,,14394259.0,Asia
Turkey,TUR,1930,,0.57,14806857.0,Asia
Turkey,TUR,1935,20.4,0.69,16079757.0,Asia
Turkey,TUR,1940,,0.78,17561075.0,Asia
Turkey,TUR,1945,30.5,0.94,19126328.0,Asia
Turkey,TUR,1950,32.5,1.14,21021142.0,Asia
Turkey,TUR,1955,,1.42,24310513.0,Asia
Turkey,TUR,1960,,1.84,28329895.0,Asia
Turkey,TUR,1965,,2.2,32345213.0,Asia
Turkey,TUR,1970,,2.58,36638458.0,Asia
Turkey,TUR,1975,62.0,3.09,41053123.0,Asia
Turkey,TUR,1980,66.0,3.77,45408818.0,Asia
Turkey,TUR,1985,76.0,4.82,50687118.0,Asia
Turkey,TUR,1990,79.0,5.22,56015627.0,Asia
Turkey,TUR,1995,,5.88,61024501.0,Asia
Turkey,TUR,2000,,6.37,65425957.0,Asia
Turkey,TUR,2004,87.0,,68592621.0,Asia
Turkey,TUR,2005,88.0,6.86,69329557.0,Asia
Turkey,TUR,2006,88.0,,70045351.0,Asia
Turkey,TUR,2007,89.0,,70750593.0,Asia
Turkey,TUR,2009,91.0,,72464846.0,Asia
Turkey,TUR,2010,93.0,7.44,73346766.0,Asia
Turkey,TUR,2011,94.0,,74215203.0,Asia
Turkey,TUR,2012,95.0,,75197196.0,Asia
Turkey,TUR,2013,95.0,,76403032.0,Asia
Turkey,TUR,2014,95.0,,78036154.0,Asia
Turkey,TUR,2015,96.0,8.13,80014222.0,Asia
Turkey,TUR,2016,96.0,,81652087.0,Asia
Turkey,TUR,2017,96.0,,83083667.0,Asia
Turkey,TUR,2019,97.0,,85357670.0,Asia
Turkey,TUR,2020,,8.49,86091691.0,Asia
Turkey,TUR,2021,97.0,,86686254.0,Asia
Turkmenistan,TKM,1995,99.0,,4191207.0,Asia
USSR,OWID_USS,1950,92.5,,181400996.0,Europe
Uganda,UGA,1870,,0.01,3311720.0,Africa
Uganda,UGA,1875,,0.01,3419807.0,Africa
Uganda,UGA,1880,,0.01,3533304.0,Africa
Uganda,UGA,1885,,0.01,3650353.0,Africa
Uganda,UGA,1890,,0.01,3757466.0,Africa
Uganda,UGA,1895,,0.01,3780541.0,Africa
Uganda,UGA,1900,,0.01,3774052.0,Africa
Uganda,UGA,1905,,0.08,3668098.0,Africa
Uganda,UGA,1910,,0.16,3562507.0,Africa
Uganda,UGA,1915,,0.2,3540009.0,Africa
Uganda,UGA,1920,,0.43,3555241.0,Africa
Uganda,UGA,1925,,0.46,3825147.0,Africa
Uganda,UGA,1930,,0.5,4153962.0,Africa
Uganda,UGA,1935,,0.54,4460701.0,Africa
Uganda,UGA,1940,,0.58,4793413.0,Africa
Uganda,UGA,1945,,0.74,5228608.0,Africa
Uganda,UGA,1950,27.5,0.92,5750917.0,Africa
Uganda,UGA,1955,,1.06,6613776.0,Africa
Uganda,UGA,1960,,1.18,7640975.0,Africa
Uganda,UGA,1965,,1.29,8849209.0,Africa
Uganda,UGA,1970,,1.58,10321608.0,Africa
Uganda,UGA,1975,,2.0,11725240.0,Africa
Uganda,UGA,1980,,2.4,13275751.0,Africa
Uganda,UGA,1985,,3.02,15023679.0,Africa
Uganda,UGA,1990,,3.71,17569895.0,Africa
Uganda,UGA,1991,56.0,,18155901.0,Africa
Uganda,UGA,1995,,4.17,20665673.0,Africa
Uganda,UGA,2000,,4.56,24000158.0,Africa
Uganda,UGA,2002,68.0,,25532872.0,Africa
Uganda,UGA,2005,,5.11,27963287.0,Africa
Uganda,UGA,2006,71.0,,28794005.0,Africa
Uganda,UGA,2010,73.0,5.87,32390801.0,Africa
Uganda,UGA,2012,70.0,,34337436.0,Africa
Uganda,UGA,2015,,6.27,37531444.0,Africa
Uganda,UGA,2016,69.10132,,38799153.0,Africa
Uganda,UGA,2020,,6.69,44457148.0,Africa
Ukraine,UKR,2001,99.0,,49106854.0,Europe
Ukraine,UKR,2015,,10.81,45784904.0,Europe
Ukraine,UKR,2020,,10.82,44680008.0,Europe
United Arab Emirates,ARE,1975,54.0,,542868.0,Asia
United Arab Emirates,ARE,1985,71.0,,1377918.0,Asia
United Arab Emirates,ARE,2005,90.0,,4664797.0,Asia
United Arab Emirates,ARE,2015,,9.35,8674633.0,Asia
United Arab Emirates,ARE,2019,98.0,,9377855.0,Asia
United Arab Emirates,ARE,2020,,9.57,9448529.0,Asia
United Arab Emirates,ARE,2021,98.0,,9789055.0,Asia
United Arab Emirates,ARE,2022,98.0,,10242085.0,Asia
United Arab Emirates,ARE,2023,98.0,,10642089.0,Asia
United Kingdom,GBR,1475,5.0,,4205609.0,Europe
United Kingdom,GBR,1550,16.0,,5006677.0,Europe
United Kingdom,GBR,1650,53.0,,6762353.0,Europe
United Kingdom,GBR,1750,54.0,,9288177.0,Europe
United Kingdom,GBR,1870,,0.92,31413071.0,Europe
United Kingdom,GBR,1875,,0.98,32953628.0,Europe
United Kingdom,GBR,1880,,1.15,34560483.0,Europe
United Kingdom,GBR,1885,,1.4,35994727.0,Europe
United Kingdom,GBR,1890,,1.81,37479831.0,Europe
United Kingdom,GBR,1895,,2.16,39234136.0,Europe
United Kingdom,GBR,1900,,2.55,41089602.0,Europe
United Kingdom,GBR,1905,,3.11,42935539.0,Europe
United Kingdom,GBR,1910,,3.64,44723743.0,Europe
United Kingdom,GBR,1915,,4.08,45781070.0,Europe
United Kingdom,GBR,1920,,4.49,46564792.0,Europe
United Kingdom,GBR,1925,,4.93,46259648.0,Europe
United Kingdom,GBR,1930,,5.42,45980369.0,Europe
United Kingdom,GBR,1935,,5.94,46949578.0,Europe
United Kingdom,GBR,1940,,6.24,48108804.0,Europe
United Kingdom,GBR,1945,,6.46,49081483.0,Europe
United Kingdom,GBR,1950,98.5,6.49,50121020.0,Europe
United Kingdom,GBR,1955,,6.73,51176749.0,Europe
United Kingdom,GBR,1960,,7.01,52538548.0,Europe
United Kingdom,GBR,1965,,7.65,54359022.0,Europe
United Kingdom,GBR,1970,,8.06,55663801.0,Europe
United Kingdom,GBR,1975,,8.39,56220139.0,Europe
United Kingdom,GBR,1980,,8.52,56282102.0,Europe
United Kingdom,GBR,1985,,8.76,56606416.0,Europe
United Kingdom,GBR,1990,,9.28,57367867.0,Europe
United Kingdom,GBR,1995,,9.67,58154632.0,Europe
United Kingdom,GBR,2000,,9.97,59057333.0,Europe
United Kingdom,GBR,2005,,11.57,60596107.0,Europe
United Kingdom,GBR,2010,,12.46,63006482.0,Europe
United Kingdom,GBR,2015,,12.67,65382107.0,Europe
United Kingdom,GBR,2020,,12.9,67351860.0,Europe
United States,USA,1870,,4.26,39902173.0,North America
United States,USA,1875,,4.57,44606685.0,North America
United States,USA,1880,,4.89,49844419.0,North America
United States,USA,1885,,5.17,55707739.0,North America
United States,USA,1890,,5.55,62112247.0,North America
United States,USA,1895,,5.93,68238885.0,North America
United States,USA,1900,89.3,6.38,74829905.0,North America
United States,USA,1905,,6.72,82253148.0,North America
United States,USA,1910,92.3,6.76,90151889.0,North America
United States,USA,1915,,6.97,96854312.0,North America
United States,USA,1920,94.0,7.2,103898175.0,North America
United States,USA,1925,,7.56,111732111.0,North America
United States,USA,1930,95.7,7.9,119629770.0,North America
United States,USA,1935,,8.34,124448298.0,North America
United States,USA,1940,97.1,8.68,129417367.0,North America
United States,USA,1945,,8.93,138111665.0,North America
United States,USA,1950,96.5,8.74,154202683.0,North America
United States,USA,1955,,9.14,166200028.0,North America
United States,USA,1960,,9.63,180274556.0,North America
United States,USA,1965,,10.42,195653774.0,North America
United States,USA,1970,,11.1,207796338.0,North America
United States,USA,1975,,11.73,219129299.0,North America
United States,USA,1980,,12.28,229858656.0,North America
United States,USA,1985,,12.35,241690438.0,North America
United States,USA,1990,,12.55,253373387.0,North America
United States,USA,1995,,12.83,268205796.0,North America
United States,USA,2000,,13.1,281484126.0,North America
United States,USA,2005,,13.01,295716666.0,North America
United States,USA,2010,,13.24,311062785.0,North America
United States,USA,2015,,13.29,326126496.0,North America
United States,USA,2020,,13.32,339436156.0,North America
United States Virgin Islands,VIR,1950,87.5,,27104.0,North America
Upper-middle-income countries,,1976,66.26719,,1658006259.0,
Upper-middle-income countries,,1977,66.49083,,1687818432.0,
Upper-middle-income countries,,1978,67.51543,,1717294143.0,
Upper-middle-income countries,,1979,68.63815,,1747437825.0,
Upper-middle-income countries,,1980,69.66099,,1778698349.0,
Upper-middle-income countries,,1981,70.64652,,1811655794.0,
Upper-middle-income countries,,1982,71.57013,,1846182616.0,
Upper-middle-income countries,,1983,72.50382,,1880139880.0,
Upper-middle-income countries,,1984,73.58393,,1913689032.0,
Upper-middle-income countries,,1985,74.485,,1948314069.0,
Upper-middle-income countries,,1986,75.36734,,1984336831.0,
Upper-middle-income countries,,1987,76.26551,,2021851155.0,
Upper-middle-income countries,,1988,79.67043,,2059210641.0,
Upper-middle-income countries,,1989,80.31058,,2096075553.0,
Upper-middle-income countries,,1990,81.04114,,2133212546.0,
Upper-middle-income countries,,1991,81.58651,,2167382314.0,
Upper-middle-income countries,,1992,82.15758,,2197406055.0,
Upper-middle-income countries,,1993,82.6979,,2225369861.0,
Upper-middle-income countries,,1994,83.23142,,2251652283.0,
Upper-middle-income countries,,1995,83.80124,,2277401663.0,
Upper-middle-income countries,,1996,84.31269,,2302891501.0,
Upper-middle-income countries,,1997,88.7168,,2327613637.0,
Upper-middle-income countries,,1998,89.1177,,2351662004.0,
Upper-middle-income countries,,1999,89.47645,,2375149846.0,
Upper-middle-income countries,,2000,89.87667,,2398658002.0,
Upper-middle-income countries,,2001,90.19642,,2421698836.0,
Upper-middle-income countries,,2002,90.54139,,2443169936.0,
Upper-middle-income countries,,2003,90.98183,,2464250116.0,
Upper-middle-income countries,,2004,91.3237,,2485797097.0,
